src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,pkt_count,pkt_size_avg,bytes_sent,bytes_received,conn_count_last_10s,same_dst_count,srv_serror_rate,dst_host_srv_count,dst_host_same_srv_rate,is_malicious,attack_type,country_src,country_dst,entropy,flow_id,honeypot_flag
109.186.131.184,232.64.120.222,52845,4065,TCP,1105,673,1245,29400,18800,1,13,0.73,18,0.04,0,DoS,India,USA,0.906,912,0
198.16.21.145,7.101.46.173,5885,2222,UDP,4109,904,657,34361,45925,2,16,0.42,33,0.41,0,DDoS,UK,UK,0.212,913,0
45.91.130.241,73.9.146.27,64348,985,ICMP,9975,296,877,47385,8500,44,9,0.73,43,0.08,0,Normal,Germany,India,0.751,914,0
222.30.7.49,50.131.211.112,59687,4465,TCP,1407,480,760,25798,45881,27,11,0.39,8,0.79,1,Normal,Russia,Germany,0.183,915,0
205.47.40.154,107.149.90.93,15452,7566,UDP,4684,910,178,9292,7576,5,23,0.73,25,0.56,0,Normal,India,India,0.257,916,0
41.243.35.157,202.133.215.183,32444,305,TCP,2497,724,211,17138,2336,3,16,0.92,46,0.84,0,Normal,UK,India,0.368,917,0
191.238.178.158,41.127.112.90,51619,2588,UDP,7176,29,1086,46835,37217,23,3,0.09,27,0.58,1,SQL Injection,India,Germany,0.465,918,0
87.198.40.80,16.217.16.105,42387,6103,ICMP,4938,353,674,22714,35970,34,1,0.16,37,0.1,0,Normal,India,India,0.957,919,1
110.139.230.69,62.146.149.10,5822,2401,UDP,5013,665,121,4219,33671,12,6,0.05,17,0.86,0,Normal,China,Germany,0.815,920,0
124.85.103.14,210.9.72.83,37514,6498,TCP,8797,266,126,33942,13673,3,20,0.23,17,0.39,0,Normal,USA,UK,0.505,921,0
146.115.48.202,235.211.56.68,7836,7320,TCP,5702,13,195,16001,15911,41,21,0.88,23,0.38,0,DoS,China,Germany,0.211,922,0
39.23.114.226,204.48.234.226,25389,69,UDP,5046,267,312,23913,30420,43,3,0.36,27,0.24,0,Normal,India,Germany,0.245,923,0
41.224.116.179,132.64.3.75,6174,5863,ICMP,1858,312,273,43360,38838,11,13,0.92,30,0.58,1,Normal,Germany,China,0.7,924,0
36.200.76.71,104.59.27.161,50928,4042,TCP,8017,842,1468,13611,34845,48,17,0.99,32,0.92,0,Botnet,Germany,China,0.99,925,0
41.14.160.184,5.146.145.161,18401,914,UDP,2957,767,765,35163,25350,18,20,0.07,16,0.99,1,Normal,Germany,India,0.265,926,0
91.194.57.174,139.212.147.53,61270,6169,UDP,5760,286,539,36200,19338,33,8,0.2,8,0.73,1,Normal,Germany,Russia,0.428,927,0
244.230.66.46,18.12.128.147,62155,5456,UDP,3028,902,1340,31736,5822,47,17,0.92,19,0.13,0,DDoS,Germany,Russia,0.825,928,0
81.48.234.160,101.180.178.109,38295,797,TCP,545,341,1193,32405,12026,29,22,0.5,29,0.08,0,Normal,China,China,0.205,929,0
250.28.244.97,213.41.52.204,25069,7589,UDP,8925,545,1238,17924,1485,24,26,0.24,23,0.79,0,SQL Injection,India,China,0.649,930,0
169.6.246.164,4.165.53.255,9445,994,TCP,6178,660,862,23376,24119,29,8,0.27,28,0.74,0,Normal,USA,USA,0.17,931,0
17.145.64.201,190.134.220.50,39560,7499,ICMP,7420,966,777,27339,30299,22,21,0.37,42,0.64,0,SQL Injection,China,USA,0.522,932,0
152.136.36.177,39.53.142.154,7577,4185,TCP,241,605,1428,45522,24054,33,17,0.1,1,0.88,1,Normal,Germany,India,0.594,933,0
244.253.172.156,144.56.168.9,45580,7202,UDP,2729,369,605,25127,8218,36,4,0.4,46,0.16,0,SQL Injection,Germany,Russia,0.749,934,0
101.4.234.76,166.69.88.37,51214,1216,ICMP,1164,383,1374,39130,1101,7,19,0.69,33,0.91,0,Normal,India,UK,0.319,935,0
71.119.40.96,176.179.241.145,23061,5369,TCP,5995,760,227,46132,43774,7,27,0.04,24,0.14,1,DDoS,Russia,UK,0.342,936,0
216.255.14.208,154.238.34.103,3968,3545,TCP,5884,27,295,18029,47401,14,10,0.28,28,0.81,0,Normal,Russia,Russia,0.621,937,0
181.25.246.62,230.221.213.135,46391,5537,UDP,2703,832,545,11318,5556,26,7,0.61,31,0.91,1,SQL Injection,India,UK,0.905,938,0
209.26.235.205,43.84.110.94,64467,5803,UDP,5960,209,1204,8928,43379,42,5,0.13,40,0.79,0,Normal,India,Germany,0.717,939,1
171.43.208.251,99.221.192.11,17585,3244,UDP,3199,831,880,49617,38797,19,1,0.78,9,0.73,1,Botnet,Russia,Russia,0.196,940,1
143.12.139.116,208.69.206.104,54079,3818,UDP,7683,411,1026,41010,42016,45,13,0.78,7,0.99,0,Normal,UK,India,0.593,941,0
11.208.48.196,203.20.4.244,40058,7630,ICMP,1862,74,1353,34600,6779,14,1,0.95,25,0.25,0,Normal,UK,China,0.354,942,0
192.241.142.105,191.11.27.60,14225,3891,ICMP,1550,484,617,20803,16936,2,11,0.13,5,0.75,0,Normal,UK,China,0.322,943,0
78.107.35.223,130.219.162.40,39535,5012,UDP,9423,880,402,44074,31533,47,16,0.35,7,0.15,0,Normal,India,USA,0.748,944,0
187.164.226.195,172.144.125.207,21110,2144,ICMP,1192,232,1498,22383,10454,30,6,0.6,41,0.7,1,Normal,India,Germany,0.841,945,0
134.97.249.133,113.188.141.111,41757,2533,ICMP,1418,732,1028,49289,37452,9,10,0.83,36,0.22,0,Normal,Russia,Germany,0.288,946,0
102.123.57.51,50.89.169.120,50699,6592,ICMP,9592,351,1012,24185,41552,33,16,0.17,26,0.48,1,Normal,India,Germany,0.356,947,0
236.177.95.221,66.42.12.53,50850,2271,TCP,7644,698,335,27006,1567,38,23,0.16,26,0.74,0,Normal,UK,India,0.605,948,0
60.19.134.123,88.158.67.214,2771,2783,ICMP,847,528,1137,15333,48038,31,4,0.68,44,0.96,0,Normal,Russia,USA,0.178,949,0
45.175.243.160,254.45.127.129,6547,5620,TCP,2749,819,481,6015,13211,4,4,0.7,15,0.21,0,Normal,Germany,Germany,0.128,950,0
92.93.85.253,135.42.47.54,30477,2089,ICMP,4005,584,987,47408,32597,4,11,0.19,19,0.22,0,Normal,Germany,USA,0.258,951,0
52.203.113.216,128.227.16.178,46001,3784,ICMP,3940,985,1144,36154,6822,19,26,0.72,13,0.38,0,DoS,India,India,0.432,952,0
52.57.218.123,143.178.108.226,30296,2899,ICMP,2546,891,1288,2446,39669,45,25,0.21,23,0.88,0,Normal,Germany,Germany,0.932,953,0
191.181.107.146,19.17.237.203,15800,5933,TCP,3461,230,437,25002,40882,34,1,0.32,40,0.82,1,Normal,Russia,China,0.872,954,0
91.172.1.58,122.32.147.230,8307,1488,ICMP,9211,363,502,32820,20891,37,16,0.4,3,0.54,0,SQL Injection,India,Germany,0.709,955,0
202.32.37.168,118.255.130.187,58156,7251,ICMP,1486,796,1377,18952,9565,35,25,0.3,48,0.67,0,Normal,Germany,UK,0.153,956,0
247.5.101.178,54.183.6.173,4450,4550,TCP,670,674,655,6096,29041,24,9,0.6,17,0.35,1,SQL Injection,Germany,India,0.249,957,0
170.241.53.18,51.103.246.151,36474,2176,TCP,3656,878,864,30237,35174,3,13,0.23,8,1.0,0,Normal,India,USA,0.298,958,0
181.132.231.19,81.35.101.202,32262,4087,ICMP,6274,8,440,14686,30728,40,1,0.81,38,0.12,0,Normal,Germany,China,0.559,959,0
62.206.237.161,175.170.145.27,39215,5268,TCP,9695,144,499,23365,8337,7,21,0.19,45,0.81,1,Normal,Germany,Germany,0.618,960,0
17.226.209.252,97.175.54.89,29049,1837,ICMP,6732,673,1475,28764,4727,8,22,0.89,5,0.34,0,Normal,Germany,Russia,0.581,961,0
91.254.46.151,57.241.60.205,64651,3716,TCP,2481,664,153,47194,2781,42,5,0.28,35,0.76,0,Normal,India,UK,0.725,962,0
89.58.138.104,209.75.224.89,19745,7656,UDP,9074,859,652,23480,14312,25,27,0.26,30,0.26,0,DDoS,UK,China,0.144,963,0
213.59.140.55,202.170.38.61,52838,3765,ICMP,788,367,364,48101,3840,11,5,0.29,33,0.83,0,Normal,Germany,USA,0.225,964,0
153.116.168.197,12.251.118.213,55333,7708,UDP,7432,229,1278,27287,48488,43,5,0.28,32,0.74,0,Normal,USA,Germany,0.855,965,0
45.84.14.176,40.20.159.163,45604,4089,UDP,9178,74,560,33425,25509,49,19,0.84,48,0.86,0,Normal,India,UK,0.973,966,0
89.218.231.31,54.126.236.252,30046,4652,UDP,3585,952,1419,44301,23910,33,1,0.83,23,0.72,0,Botnet,UK,Russia,0.455,967,0
131.54.223.146,18.154.234.61,54529,4478,UDP,2198,348,636,2470,26526,28,14,0.41,29,0.8,0,Normal,China,UK,0.735,968,0
14.108.157.144,51.16.193.10,24752,5874,TCP,8463,452,991,12480,20396,46,21,0.1,6,0.67,0,Normal,USA,China,0.759,969,0
189.184.89.254,166.64.233.151,7430,6970,TCP,5327,252,111,22479,29528,32,15,0.87,16,0.18,0,Normal,UK,China,0.359,970,0
87.26.175.78,151.169.5.56,34702,1503,UDP,57,423,618,28769,36014,37,6,0.16,16,0.15,0,Normal,China,UK,0.814,971,0
254.193.99.239,174.207.129.247,52728,3453,UDP,2367,98,1238,45564,10947,15,22,0.81,43,0.26,1,Normal,China,China,0.984,972,0
177.201.101.116,87.101.190.215,50261,5755,ICMP,8360,231,668,41376,15380,36,6,0.34,6,0.4,0,Botnet,China,China,0.277,973,0
42.177.168.124,241.204.160.238,63065,7266,TCP,1919,143,436,25146,29211,35,1,0.46,26,0.53,1,DoS,USA,China,0.275,974,0
110.99.180.144,135.31.227.85,42458,3701,TCP,2686,375,521,22424,33921,14,16,0.61,47,0.48,0,Normal,USA,Russia,0.757,975,0
224.72.127.165,182.45.200.68,15691,4266,TCP,7224,349,1409,9773,47572,30,15,0.06,33,0.77,0,Normal,China,India,0.877,976,0
133.44.69.198,15.170.61.154,35088,2707,ICMP,9659,505,1156,8503,22539,46,15,0.61,44,0.39,0,Normal,China,UK,0.662,977,0
235.184.126.251,235.23.221.24,36684,5534,UDP,2845,768,1165,45987,17534,47,10,0.46,27,0.29,0,Normal,China,UK,0.683,978,0
150.151.64.38,108.227.189.53,35450,2831,UDP,6824,995,149,35229,15498,32,17,0.71,17,0.06,1,Normal,Germany,China,0.748,979,0
231.228.207.138,109.199.77.75,11775,2545,TCP,1971,998,802,7170,16703,21,25,0.12,36,0.47,0,DDoS,USA,Russia,0.976,980,0
33.211.253.10,171.27.133.14,50819,599,TCP,7457,611,69,28460,25891,6,11,0.46,3,0.25,0,Normal,India,China,0.288,981,0
209.253.66.130,77.145.175.239,64403,132,UDP,2218,292,754,15525,8399,7,26,0.5,28,0.35,1,DoS,India,UK,0.196,982,0
241.11.250.113,119.158.99.179,11015,2848,ICMP,305,910,994,33635,30493,21,28,0.86,49,0.54,0,Normal,Russia,China,0.646,983,1
173.13.101.127,173.49.55.102,36656,7228,ICMP,6302,778,145,6522,24871,39,4,0.17,44,0.06,0,Normal,India,USA,0.744,984,0
148.219.77.78,150.21.117.250,9498,266,TCP,5666,305,1144,37392,19812,44,12,0.47,16,0.8,0,Normal,China,Germany,0.73,985,1
39.93.199.54,28.156.148.205,9073,6703,ICMP,6344,778,554,24458,13006,16,24,0.87,27,0.73,0,Normal,China,USA,0.27,986,0
103.77.23.93,48.33.245.62,45289,3378,TCP,1480,878,1405,23278,22704,19,20,0.51,10,0.43,0,Normal,Russia,UK,0.203,987,0
114.151.201.40,147.34.215.141,34866,1739,TCP,8589,578,1374,15615,6393,35,24,0.46,45,0.68,0,Normal,UK,Germany,0.852,988,0
225.69.26.44,199.228.33.70,36868,4466,ICMP,4962,944,1308,32405,32261,25,17,0.93,25,0.65,0,Normal,Germany,China,0.346,989,0
90.235.129.8,59.70.233.10,60923,860,UDP,25,429,1313,12032,37410,29,3,0.27,46,0.32,0,Normal,Russia,UK,0.741,990,0
58.3.115.141,192.76.255.199,59097,7736,UDP,1230,498,839,42726,11485,26,15,0.22,5,0.81,1,Normal,China,USA,0.852,991,0
111.163.56.104,33.109.65.22,62761,5279,ICMP,4675,743,1201,24845,19168,15,10,0.68,3,0.16,0,SQL Injection,Germany,USA,0.795,992,0
231.110.27.120,83.139.11.163,8460,2478,ICMP,9606,508,616,35534,39203,33,27,0.45,47,0.37,0,Normal,USA,UK,0.431,993,0
87.50.92.27,41.104.214.234,38512,2995,TCP,6671,207,1328,34128,21639,49,9,0.32,1,0.23,0,Normal,USA,China,0.799,994,0
173.44.126.67,41.177.151.132,11853,631,TCP,1406,198,1011,40443,642,3,1,0.65,16,0.13,0,Normal,Germany,USA,0.848,995,0
204.31.147.128,41.83.194.115,14003,1197,UDP,8764,487,990,4741,9500,47,4,0.78,23,0.31,0,Normal,Russia,UK,0.347,996,0
166.152.249.37,215.89.185.161,24123,6121,UDP,782,494,200,33028,8935,29,1,0.91,20,0.06,0,Normal,China,China,0.135,997,0
162.124.7.79,75.207.78.89,26210,4653,TCP,7921,293,1495,39712,12758,41,29,0.7,24,0.16,0,Normal,USA,UK,0.848,998,0
108.160.8.60,46.199.163.117,15678,4554,ICMP,8668,295,365,49071,32164,41,15,0.76,41,0.05,0,Normal,China,USA,0.33,999,0
203.102.137.202,20.249.11.177,35569,4692,TCP,1065,11,581,8497,29375,5,2,0.36,11,0.63,0,Normal,UK,USA,0.325,1000,0
249.107.75.28,186.12.195.219,25314,3491,TCP,6714,434,947,37119,38144,35,19,0.83,21,0.29,0,DDoS,Russia,UK,0.116,1001,0
46.145.41.37,251.29.252.236,34547,6264,ICMP,4590,495,856,16110,4209,3,5,0.69,44,0.0,0,Normal,China,India,0.345,1002,0
130.152.37.65,9.54.79.79,27486,7741,TCP,4536,672,500,23478,30349,4,2,0.89,17,0.63,0,Normal,UK,India,0.434,1003,0
76.21.17.58,41.187.166.68,62787,150,ICMP,3360,620,748,26306,39527,34,24,0.06,13,0.93,0,Normal,USA,China,0.308,1004,1
143.216.162.148,30.125.45.58,41433,1017,TCP,4171,580,748,11506,9035,20,27,0.53,37,0.98,1,Normal,India,Germany,0.353,1005,0
199.218.51.132,240.75.184.255,46473,44,TCP,5300,948,741,4211,38154,36,6,0.34,41,0.65,0,Normal,India,India,0.793,1006,0
154.101.7.73,162.210.17.239,62911,1821,TCP,3921,879,1005,33820,38108,25,12,0.66,19,0.61,1,Botnet,India,Germany,0.307,1007,0
41.8.14.24,251.186.129.188,39276,8078,ICMP,7479,783,970,17737,28653,46,17,0.86,35,0.36,1,Normal,China,UK,0.453,1008,0
97.37.228.111,196.34.21.181,11384,4704,TCP,3419,124,277,1881,15300,19,6,0.98,48,0.17,0,Normal,USA,India,0.95,1009,0
121.242.68.202,173.63.159.181,37082,510,UDP,1580,617,444,47944,2233,8,14,0.37,10,0.89,0,Normal,USA,India,0.114,1010,0
55.56.188.38,101.135.94.42,9579,732,ICMP,1132,6,388,8493,35935,23,3,0.32,28,0.11,1,Botnet,India,India,0.788,1011,0
19.30.112.193,89.137.255.12,8824,4464,UDP,2216,218,830,28639,25813,49,11,0.01,33,0.56,0,SQL Injection,Russia,UK,0.622,1012,0
24.187.61.96,23.37.75.158,9815,786,UDP,6547,918,98,48199,29541,28,9,0.33,21,0.64,0,Normal,Germany,China,0.808,1013,0
221.62.136.169,28.55.127.95,21146,6200,ICMP,5654,805,816,19774,35574,13,9,0.46,30,0.37,0,Normal,China,USA,0.79,1014,0
71.79.29.128,144.214.250.154,14266,3324,ICMP,1675,399,1147,23924,36809,34,15,0.91,21,0.07,0,Normal,China,India,0.225,1015,0
193.236.88.2,58.92.188.82,14130,5010,ICMP,2241,357,612,20293,29595,18,25,0.8,41,0.15,0,Normal,USA,China,0.151,1016,0
211.104.67.202,35.204.13.245,10976,3861,UDP,1015,160,1034,41341,32529,21,27,0.58,41,0.87,0,Normal,USA,UK,0.662,1017,0
54.240.129.113,42.100.218.131,13851,6168,UDP,4483,187,233,46522,17421,8,28,0.55,16,0.82,0,Normal,Russia,UK,0.108,1018,0
242.153.60.155,210.90.205.54,54856,899,TCP,5634,971,1251,1504,25484,47,13,0.37,6,0.46,0,Normal,UK,UK,0.778,1019,0
132.209.161.213,140.109.189.118,58926,7213,UDP,5515,832,933,16591,26400,38,23,0.72,48,0.88,0,Normal,China,China,0.392,1020,0
192.238.168.39,146.53.199.124,42073,4734,UDP,5931,691,1489,25025,10992,3,27,0.37,4,0.51,0,Normal,India,Germany,0.494,1021,0
50.110.211.216,176.5.190.58,44186,4123,UDP,575,862,383,32470,47186,36,8,0.32,15,0.41,0,Normal,Germany,Germany,0.38,1022,0
212.84.44.52,126.212.241.210,42761,5932,ICMP,7143,111,1154,18472,32360,37,22,0.54,43,0.61,0,Normal,Germany,China,0.932,1023,0
124.65.11.2,59.39.120.176,24087,7218,TCP,6125,810,1326,4220,10271,47,12,0.51,2,0.15,1,Normal,UK,UK,0.398,1024,1
94.215.10.187,13.238.139.167,27123,735,ICMP,7272,902,649,22834,20652,27,8,0.6,20,0.35,0,Normal,China,India,0.504,1025,0
115.59.147.214,117.147.68.73,11120,5354,TCP,1460,704,772,40401,14014,27,1,0.42,7,0.65,0,Normal,USA,India,0.487,1026,0
20.37.183.95,211.43.20.236,27815,1679,UDP,8951,600,1282,47158,15648,27,2,0.22,10,0.82,0,Normal,UK,Germany,0.383,1027,0
220.167.164.111,116.245.195.44,58548,1972,UDP,417,18,757,47375,46898,6,6,0.93,33,0.28,0,Botnet,USA,India,0.508,1028,0
120.103.8.7,171.23.37.105,65387,6551,TCP,2336,322,740,30511,44678,30,17,0.61,44,0.2,0,DDoS,USA,China,0.179,1029,0
210.250.190.36,233.187.129.76,24245,7734,ICMP,5884,927,1028,24771,7547,24,7,0.82,3,0.5,1,Normal,USA,India,0.818,1030,0
252.122.155.160,93.19.102.200,48796,2348,TCP,9349,468,461,19460,37263,46,20,0.18,6,0.08,0,Normal,USA,Germany,0.58,1031,0
77.175.52.240,229.41.113.226,8203,2821,TCP,8903,471,499,13077,27065,20,3,0.68,14,0.92,0,Normal,China,China,0.585,1032,0
243.107.76.78,199.213.253.20,49177,5404,UDP,9490,329,695,9148,14247,41,13,0.24,18,0.43,0,Normal,India,India,0.408,1033,0
36.20.214.30,177.199.161.205,46666,79,ICMP,3164,826,377,25472,36487,39,9,0.85,16,0.67,0,Normal,Russia,USA,0.646,1034,0
18.118.88.212,189.145.94.74,48318,7560,TCP,5452,260,1315,19513,21531,37,23,0.79,20,0.34,0,Normal,UK,China,0.952,1035,0
240.254.84.74,222.212.132.208,16312,5179,TCP,257,378,761,43587,48185,27,2,0.85,27,0.98,0,Botnet,Germany,Russia,0.75,1036,0
12.125.114.114,35.73.2.105,34154,1206,TCP,1402,465,82,20359,41286,13,21,0.76,46,0.95,0,Normal,Germany,Germany,0.693,1037,0
10.108.254.3,213.203.40.11,7720,4949,ICMP,6442,547,58,7821,22198,3,6,0.73,3,0.23,0,Normal,China,UK,0.83,1038,0
20.217.100.224,98.46.167.171,6333,675,TCP,2763,787,549,41063,47877,23,7,0.93,41,0.29,1,Normal,Russia,India,0.447,1039,0
1.255.147.1,89.109.37.3,60923,2346,ICMP,3184,936,170,17443,15101,44,7,0.08,27,0.53,0,Normal,China,UK,0.932,1040,0
13.15.49.198,157.155.34.75,44470,873,TCP,8087,204,1487,13488,4520,1,18,0.81,38,0.39,0,Normal,India,India,0.316,1041,0
20.210.146.105,114.243.115.11,17715,3626,ICMP,7764,159,135,26124,12347,16,27,0.97,10,0.97,0,Normal,India,India,0.772,1042,0
209.135.27.243,214.119.10.211,25665,6252,UDP,3533,461,879,47984,35786,20,12,0.24,21,0.85,0,Normal,India,India,0.927,1043,0
182.138.117.55,47.65.148.217,37521,458,UDP,2800,866,945,17048,300,34,23,0.32,27,0.04,0,Normal,USA,Russia,0.285,1044,0
48.91.90.92,134.116.157.163,9482,5734,UDP,2307,454,311,16818,10489,41,24,0.95,1,0.48,0,Normal,Germany,USA,0.352,1045,0
25.64.49.23,16.162.140.196,22748,5117,TCP,2221,656,1422,32337,1050,30,16,0.6,4,0.82,0,DDoS,UK,UK,0.187,1046,0
250.154.130.209,49.37.191.148,42769,3351,UDP,1813,965,268,23807,27433,6,13,0.33,8,1.0,0,Normal,Germany,Germany,0.204,1047,0
222.90.7.49,134.56.36.68,52969,4546,ICMP,9510,152,880,34596,10120,34,14,0.34,13,0.85,0,Normal,USA,India,0.865,1048,0
192.16.234.96,120.127.177.237,62954,168,ICMP,8247,115,172,47907,31213,24,6,0.12,5,0.39,0,Normal,USA,USA,0.33,1049,0
145.23.209.165,73.51.163.17,45534,1370,UDP,9304,196,475,15212,6539,49,17,0.74,29,0.8,0,Normal,China,UK,0.133,1050,0
227.156.117.142,69.91.39.51,46006,5736,TCP,884,325,714,4717,30624,25,26,0.87,15,0.05,0,Normal,Russia,UK,0.883,1051,0
36.196.131.158,61.27.2.207,53685,6862,TCP,2910,185,1442,19537,16221,15,5,0.32,20,0.98,0,Normal,UK,India,0.803,1052,0
66.207.195.252,25.192.80.165,13745,3096,TCP,5830,682,1080,34639,13010,29,25,0.61,6,0.39,0,Normal,USA,UK,0.783,1053,0
199.129.63.12,95.205.84.73,28823,7445,TCP,8592,679,621,41932,45504,25,26,0.65,37,0.27,1,Normal,Russia,Germany,0.305,1054,0
49.22.177.24,201.156.31.202,18882,6887,ICMP,5823,43,665,46835,34781,6,26,0.48,18,0.87,0,Normal,China,Germany,0.154,1055,0
205.26.175.108,200.187.183.79,12790,4933,TCP,6362,480,1241,47518,11131,9,8,0.36,24,0.23,0,Normal,China,India,0.361,1056,0
104.224.14.34,253.160.38.132,9231,5018,TCP,8017,427,335,14053,11058,17,26,0.67,46,0.81,0,Normal,India,China,0.426,1057,0
246.88.235.69,244.41.195.20,7954,37,UDP,5136,337,1254,32398,30572,14,29,0.84,6,0.35,0,Normal,USA,India,0.793,1058,0
182.103.166.210,212.87.79.160,58130,771,UDP,5411,567,1306,22852,21750,2,1,0.52,24,0.77,0,Normal,China,Germany,0.286,1059,0
118.67.164.97,116.123.206.27,22709,4094,TCP,4209,803,354,36626,25894,9,17,0.16,40,0.12,0,Normal,China,UK,0.845,1060,0
49.152.223.59,27.129.230.54,60299,4588,ICMP,8430,965,294,32496,23744,49,15,0.19,37,0.19,0,Normal,China,China,0.308,1061,0
175.241.85.254,105.249.127.118,32333,6963,TCP,4303,962,772,1709,49029,6,26,0.06,13,0.64,0,Normal,China,Germany,0.386,1062,0
237.175.105.106,188.28.23.190,22050,2838,UDP,4422,463,180,3275,29462,32,15,0.54,41,0.15,0,DoS,China,UK,0.959,1063,0
141.210.78.87,175.167.41.29,31226,5031,TCP,105,715,814,19206,25878,10,14,0.32,30,0.15,0,Normal,USA,Germany,0.655,1064,0
32.81.162.139,66.149.110.144,16714,3294,TCP,5206,159,327,33651,29862,49,1,0.52,5,0.01,0,Ransomware,Russia,Russia,0.644,1065,0
47.29.192.176,90.205.142.19,24298,2076,UDP,1624,791,217,48429,10303,32,26,0.93,27,0.35,0,Normal,UK,Germany,0.162,1066,0
234.152.65.198,77.228.183.131,19828,55,UDP,7096,303,198,110,45900,42,12,0.15,49,0.41,0,Normal,India,Russia,0.141,1067,0
125.157.231.132,25.163.219.93,23890,5042,TCP,4951,982,1069,48964,29904,8,11,0.04,47,0.86,0,DDoS,India,USA,0.558,1068,1
138.49.64.2,187.83.157.93,30053,2818,TCP,7482,812,429,40623,33524,44,18,0.25,39,0.86,1,Normal,China,Germany,0.58,1069,0
34.81.149.70,241.3.44.32,48439,461,ICMP,3232,87,913,25376,3731,45,4,0.55,26,0.88,1,Normal,UK,China,0.518,1070,0
227.185.188.109,225.165.185.48,35239,2381,TCP,9720,908,1029,24345,38271,2,17,0.26,36,0.11,0,Normal,Russia,Germany,0.234,1071,0
210.90.21.102,114.75.140.126,34490,7426,TCP,9423,908,558,23779,32057,42,13,0.16,28,0.32,1,Normal,Russia,India,0.487,1072,0
12.35.160.173,168.101.110.207,63084,7380,UDP,7747,20,663,30652,7941,43,22,0.67,13,0.12,0,Botnet,India,USA,0.928,1073,0
139.6.6.185,150.78.156.185,40987,99,TCP,5500,42,1217,17871,47377,28,6,0.41,15,0.45,0,SQL Injection,Germany,USA,0.694,1074,0
194.209.83.255,98.166.90.169,23393,2569,ICMP,6182,107,1107,41250,49836,33,12,0.66,18,0.69,0,Normal,Russia,China,0.709,1075,0
243.12.194.27,83.85.95.76,29810,1838,TCP,3161,470,319,39316,15731,15,16,0.12,12,0.17,1,Normal,USA,USA,0.462,1076,0
144.142.117.160,234.152.243.205,58206,718,TCP,6500,595,481,11789,31624,21,24,0.58,14,0.47,0,SQL Injection,Russia,Russia,0.912,1077,0
159.236.177.236,151.67.72.228,57772,378,TCP,5542,948,436,40617,39685,35,11,0.73,26,1.0,1,Normal,Russia,UK,0.391,1078,0
234.169.149.173,158.24.227.120,16777,467,TCP,3695,156,779,49228,14338,9,6,0.93,40,0.33,0,SQL Injection,Germany,UK,0.272,1079,0
205.138.62.22,247.71.73.251,15656,85,ICMP,9010,947,1281,3455,47410,3,18,0.57,49,0.41,0,Normal,India,Russia,0.552,1080,0
211.85.20.128,121.220.39.117,18638,6855,ICMP,3229,120,53,23102,49204,7,1,0.48,34,0.95,0,Normal,China,India,0.11,1081,0
7.168.163.24,107.29.81.106,31781,2781,ICMP,572,634,816,23001,6900,32,22,0.04,1,0.71,0,Normal,China,China,0.391,1082,0
247.1.154.186,247.14.201.240,41119,8049,ICMP,9345,844,1160,20064,5988,21,3,0.08,37,0.77,0,SQL Injection,Germany,UK,0.372,1083,0
230.179.22.138,215.23.21.152,12884,7615,TCP,9482,340,487,38277,33739,27,12,0.91,20,0.67,0,Normal,USA,China,0.64,1084,0
157.124.187.97,56.170.7.193,39641,6276,ICMP,6435,157,397,31661,3968,30,3,0.85,8,0.32,0,Normal,Russia,Germany,0.455,1085,0
213.97.191.234,151.126.104.118,18603,6146,UDP,9397,736,1158,32914,16778,14,15,0.96,42,0.21,0,Normal,Russia,Russia,0.526,1086,0
15.220.118.50,55.114.73.20,20964,2183,UDP,1114,214,837,25728,22446,40,4,0.29,15,0.73,0,DDoS,Germany,Germany,0.901,1087,0
82.102.2.236,109.13.95.237,42202,2520,ICMP,3293,577,1304,29095,39124,33,10,0.16,26,0.81,1,SQL Injection,India,Germany,0.799,1088,0
46.130.87.74,29.213.166.223,60714,6543,UDP,4264,575,899,7189,12883,9,28,0.52,45,0.03,0,Normal,Russia,China,0.435,1089,0
102.158.182.218,94.230.128.194,10450,7226,ICMP,4986,294,814,31811,8305,43,23,0.82,7,0.41,0,Normal,USA,China,0.297,1090,0
255.247.235.51,94.68.17.81,5922,3739,TCP,1304,39,924,11419,28521,45,18,0.68,22,0.56,1,Normal,UK,Germany,0.519,1091,0
37.74.236.148,245.216.130.35,25581,3395,UDP,1147,360,479,40764,30777,14,10,0.28,46,0.27,0,Normal,Germany,USA,0.142,1092,0
194.186.118.249,44.133.225.224,2312,5625,TCP,894,911,565,7375,17447,10,11,0.0,3,0.27,0,Normal,India,Germany,0.395,1093,0
99.26.46.49,10.215.86.120,62878,5749,TCP,3289,777,1263,22627,36707,13,5,0.23,36,0.05,1,Normal,UK,China,0.578,1094,0
73.116.9.68,41.70.144.186,50035,1565,TCP,3099,707,260,49987,44322,15,24,0.35,37,0.86,0,Ransomware,USA,Germany,0.124,1095,0
145.235.63.203,157.130.85.119,47567,4141,UDP,5408,179,892,38946,44991,37,13,0.63,2,0.83,0,Normal,India,Germany,0.608,1096,0
226.209.149.83,20.141.185.191,12783,1807,UDP,7379,429,1432,14674,8674,3,6,0.82,46,0.61,0,Normal,India,China,0.204,1097,0
93.165.18.163,45.211.163.64,12211,2789,TCP,3790,629,1468,8937,28340,33,11,0.73,11,0.28,0,DoS,UK,Russia,0.891,1098,0
